coke_can/matching_avg,coke_can/variant_avg,coke_can/matching/horizontal,coke_can/matching/vertical,coke_can/matching/standing,coke_can/variant/horizontal,coke_can/variant/vertical,coke_can/variant/standing,move_near/variant,move_near/matching,drawer/matching_avg,drawer/variant_avg,drawer/matching/open,drawer/matching/close,drawer/variant/open,drawer/variant/close,put_spoon_on_tablecloth/matching_partial,put_spoon_on_tablecloth/matching_entire,put_carrot_on_plate/matching_partial,put_carrot_on_plate/matching_entire,stack_green_block_on_yellow_block/matching_partial,stack_green_block_on_yellow_block/matching_entire,put_eggplant_in_basket/matching_partial,put_eggplant_in_basket/matching_entire,apple_in_drawer/matching_avg,apple_in_drawer/variant_avg,ckpt_name
,,,,,,,,,,,,,,,,,,0.708,0.583,,,,,,,80000-0.8
